id,name,type,lat,lon,region,catalog_status,evaluation_mode,event_time,magnitude,magnitude_label
T1072b,T1072b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-02 10:55:02.353 UTC,,Magnitude not reported
T1072a,T1072a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-01 21:14:09.003 UTC,,Magnitude not reported
S1071c,S1071c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-01 12:57:07.587713 UTC,1.7,MW 1.7
S1071b,S1071b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-01 12:19:05.491437 UTC,2.0,MW 2.0
T1071c,T1071c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-01 11:34:27.953 UTC,,Magnitude not reported
T1071b,T1071b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-01 11:19:29.153 UTC,,Magnitude not reported
T1071a,T1071a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-12-01 11:17:09.303 UTC,,Magnitude not reported
S1071a,S1071a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-01 10:57:17.196875 UTC,,Magnitude not reported
S1071d,S1071d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-12-01 08:59:18.397746 UTC,,Magnitude not reported
T1070b,T1070b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-30 10:50:37.653 UTC,,Magnitude not reported
T1070a,T1070a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-30 10:21:01.203 UTC,,Magnitude not reported
S1070a,S1070a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-30 08:46:36.234688 UTC,,Magnitude not reported
S1069b,S1069b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-29 13:25:16.418514 UTC,1.9,MW 1.9
T1069b,T1069b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-29 10:07:55.356 UTC,,Magnitude not reported
T1069a,T1069a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-29 09:49:47.106 UTC,,Magnitude not reported
S1069a,S1069a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-29 08:52:02.154581 UTC,1.7,MW 1.7
S1068d,S1068d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-28 10:21:09.828462 UTC,2.0,MW 2.0
T1068d,T1068d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-28 09:57:10.056 UTC,,Magnitude not reported
T1068c,T1068c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-28 09:34:03.456 UTC,,Magnitude not reported
T1068b,T1068b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-28 09:00:31.256 UTC,,Magnitude not reported
S1068c,S1068c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-28 08:10:32.786857 UTC,2.1,MW 2.1
S1068b,S1068b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-28 07:21:43.894954 UTC,1.8,MW 1.8
S1068a,S1068a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-28 07:03:33.360348 UTC,2.0,MW 2.0
T1068a,T1068a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-28 04:32:40.606 UTC,,Magnitude not reported
S1067g,S1067g,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-27 12:49:30.015375 UTC,,Magnitude not reported
S1067f,S1067f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-27 11:02:42.328778 UTC,1.8,MW 1.8
S1067e,S1067e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-27 10:20:03.57619 UTC,1.6,MW 1.6
S1067c,S1067c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-27 09:45:03.861549 UTC,1.7,MW 1.7
T1067a,T1067a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-27 08:40:38.556 UTC,,Magnitude not reported
S1067b,S1067b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-27 08:35:35.924078 UTC,,Magnitude not reported
S1067a,S1067a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-27 06:49:38.035118 UTC,2.0,MW 2.0
T1066b,T1066b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-26 07:50:08.406 UTC,,Magnitude not reported
S1066a,S1066a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-25 15:28:58.957262 UTC,,Magnitude not reported
T1066a,T1066a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-25 14:12:35.706 UTC,,Magnitude not reported
S1065b,S1065b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-25 11:06:55.004195 UTC,1.9,MW 1.9
S1065a,S1065a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-25 10:15:09.475187 UTC,2.0,MW 2.0
T1065b,T1065b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-25 07:27:13.106 UTC,,Magnitude not reported
T1065a,T1065a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-25 07:05:32.606 UTC,,Magnitude not reported
T1064c,T1064c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-24 06:58:40.585 UTC,,Magnitude not reported
T1064b,T1064b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-24 06:42:26.785 UTC,,Magnitude not reported
T1064a,T1064a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-24 06:29:06.285 UTC,,Magnitude not reported
S1063c,S1063c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-23 09:25:28.753194 UTC,2.0,MW 2.0
S1063b,S1063b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-23 07:39:21.611737 UTC,,Magnitude not reported
T1063d,T1063d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-23 06:18:09.485 UTC,,Magnitude not reported
T1063c,T1063c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-23 06:15:13.935 UTC,,Magnitude not reported
T1063b,T1063b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-23 05:54:56.885 UTC,,Magnitude not reported
T1063a,T1063a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-23 05:28:26.985 UTC,,Magnitude not reported
S1063a,S1063a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-23 04:20:28.125901 UTC,,Magnitude not reported
S1062e,S1062e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-22 08:00:01.417264 UTC,,Magnitude not reported
S1062d,S1062d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-22 07:00:54.033918 UTC,1.8,MW 1.8
S1062c,S1062c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-22 06:32:43.272796 UTC,,Magnitude not reported
T1062c,T1062c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-22 05:14:27.385 UTC,,Magnitude not reported
T1062b,T1062b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-22 03:53:48.385 UTC,,Magnitude not reported
S1062b,S1062b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-22 03:39:38.995523 UTC,,Magnitude not reported
T1062a,T1062a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-22 00:37:24.135 UTC,,Magnitude not reported
S1062a,S1062a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-21 10:36:41.133939 UTC,,Magnitude not reported
S1061c,S1061c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-21 07:15:27.712679 UTC,1.7,MW 1.7
T1061b,T1061b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-21 06:18:19.335 UTC,,Magnitude not reported
S1061b,S1061b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-21 05:20:42.861335 UTC,1.7,MW 1.7
T1061a,T1061a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-21 04:38:50.435 UTC,,Magnitude not reported
S1061a,S1061a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-21 03:46:03.12048 UTC,,Magnitude not reported
S1060e,S1060e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-20 07:46:48.660601 UTC,1.7,MW 1.7
S1060d,S1060d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-20 07:04:05.666627 UTC,1.8,MW 1.8
S1060c,S1060c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-20 05:16:07.974583 UTC,,Magnitude not reported
T1060c,T1060c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-20 04:21:50.885 UTC,,Magnitude not reported
T1060b,T1060b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-20 04:17:22.235 UTC,,Magnitude not reported
S1060b,S1060b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-20 04:12:44.949951 UTC,,Magnitude not reported
T1060a,T1060a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-20 03:55:06.285 UTC,,Magnitude not reported
S1060a,S1060a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-19 11:40:11.95703 UTC,2.3,MW 2.3
S1059b,S1059b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-19 05:17:14.922189 UTC,,Magnitude not reported
T1059b,T1059b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-19 04:13:48.733 UTC,,Magnitude not reported
S1059a,S1059a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-19 04:07:45.257935 UTC,1.8,MW 1.8
T1059a,T1059a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-19 03:13:19.683 UTC,,Magnitude not reported
S1058c,S1058c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-18 03:49:53.76282 UTC,1.6,MW 1.6
S1058b,S1058b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-18 03:23:38.134022 UTC,1.9,MW 1.9
T1058a,T1058a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-18 02:55:22.133 UTC,,Magnitude not reported
S1058a,S1058a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-18 01:25:52.759961 UTC,,Magnitude not reported
S1057b,S1057b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-17 04:26:48.021871 UTC,,Magnitude not reported
T1057d,T1057d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-17 02:59:04.533 UTC,,Magnitude not reported
T1057c,T1057c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-17 02:26:26.883 UTC,,Magnitude not reported
S1057a,S1057a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-17 02:26:07.911178 UTC,,Magnitude not reported
T1057b,T1057b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-17 01:59:37.733 UTC,,Magnitude not reported
T1057a,T1057a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-17 01:54:43.083 UTC,,Magnitude not reported
S1056d,S1056d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-16 04:09:32.879868 UTC,1.9,MW 1.9
S1056c,S1056c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-16 03:48:59.407496 UTC,1.8,MW 1.8
T1056a,T1056a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-16 01:52:53.833 UTC,,Magnitude not reported
S1056b,S1056b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-16 01:17:44.103081 UTC,1.9,MW 1.9
S1056a,S1056a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-16 00:49:31.757714 UTC,1.9,MW 1.9
S1055e,S1055e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-15 03:57:49.865772 UTC,1.9,MW 1.9
S1055d,S1055d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-15 02:00:35.694638 UTC,1.8,MW 1.8
S1055b,S1055b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-15 01:38:01.927451 UTC,,Magnitude not reported
S1055a,S1055a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-15 00:40:31.010821 UTC,,Magnitude not reported
T1055a,T1055a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-15 00:17:15.733 UTC,,Magnitude not reported
S1054c,S1054c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-14 03:24:25.479129 UTC,2.1,MW 2.1
S1054b,S1054b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-14 02:15:32.55535 UTC,2.3,MW 2.3
T1054b,T1054b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-14 01:49:52.155 UTC,,Magnitude not reported
T1054a,T1054a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-13 23:52:40.055 UTC,,Magnitude not reported
S1054a,S1054a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-13 23:34:28.203232 UTC,2.0,MW 2.0
T1053c,T1053c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-13 00:03:53.305 UTC,,Magnitude not reported
T1053b,T1053b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-12 23:15:33.705 UTC,,Magnitude not reported
T1053a,T1053a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-12 23:14:40.605 UTC,,Magnitude not reported
S1053a,S1053a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-12 21:50:16.594596 UTC,,Magnitude not reported
S1052b,S1052b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-12 00:39:53.80272 UTC,,Magnitude not reported
T1052b,T1052b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-11 22:37:32.905 UTC,,Magnitude not reported
S1052a,S1052a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-11 21:40:42.952596 UTC,,Magnitude not reported
T1052a,T1052a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-11 19:14:04.155 UTC,,Magnitude not reported
S1051b,S1051b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-10 20:07:51.719236 UTC,,Magnitude not reported
S1051a,S1051a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-10 19:32:58.407646 UTC,2.0,MW 2.0
T1051b,T1051b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-10 18:06:12.455 UTC,,Magnitude not reported
T1051a,T1051a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-10 04:46:22.005 UTC,,Magnitude not reported
S1050c,S1050c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-10 00:47:09.469096 UTC,,Magnitude not reported
S1050b,S1050b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-09 23:56:59.675394 UTC,2.0,MW 2.0
T1050b,T1050b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-09 23:42:08.205 UTC,,Magnitude not reported
S1050a,S1050a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-09 23:26:28.875085 UTC,,Magnitude not reported
T1050a,T1050a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-09 21:19:46.155 UTC,,Magnitude not reported
S1049d,S1049d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-09 00:07:36.038559 UTC,1.9,MW 1.9
S1049c,S1049c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-08 21:48:40.544561 UTC,1.9,MW 1.9
S1049b,S1049b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-08 20:47:12.466714 UTC,1.6,MW 1.6
T1049a,T1049a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-08 20:35:06.348 UTC,,Magnitude not reported
S1049a,S1049a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-08 19:34:59.713672 UTC,,Magnitude not reported
S1048e,S1048e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-07 23:56:35.808873 UTC,,Magnitude not reported
S1048f,S1048f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-07 22:54:34.873153 UTC,,Magnitude not reported
T1048c,T1048c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-07 21:33:10.648 UTC,,Magnitude not reported
T1048b,T1048b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-07 20:55:11.748 UTC,,Magnitude not reported
S1048c,S1048c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-07 20:48:48.970191 UTC,,Magnitude not reported
S1048b,S1048b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-07 20:23:00.700903 UTC,,Magnitude not reported
T1048a,T1048a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-07 19:41:19.648 UTC,,Magnitude not reported
S1048a,S1048a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-07 19:06:46.979987 UTC,1.8,MW 1.8
S1047h,S1047h,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-07 00:23:29.172467 UTC,2.3,MW 2.3
S1047g,S1047g,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 21:29:38.508845 UTC,1.9,MW 1.9
S1047f,S1047f,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 21:01:26.241856 UTC,,Magnitude not reported
T1047b,T1047b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-06 20:03:44.698 UTC,,Magnitude not reported
S1047e,S1047e,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 20:03:13.544495 UTC,,Magnitude not reported
S1047d,S1047d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 19:49:31.328248 UTC,,Magnitude not reported
S1047c,S1047c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 19:37:48.835369 UTC,,Magnitude not reported
S1047b,S1047b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 19:14:32.269978 UTC,,Magnitude not reported
T1047a,T1047a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-06 18:49:01.948 UTC,,Magnitude not reported
S1047a,S1047a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-06 16:54:15.278383 UTC,2.8,MW 2.8
S1046d,S1046d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-05 21:02:55.285685 UTC,,Magnitude not reported
S1046c,S1046c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-05 20:43:14.794644 UTC,,Magnitude not reported
S1046b,S1046b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-05 19:55:23.201428 UTC,,Magnitude not reported
T1046a,T1046a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-05 19:08:22.598 UTC,,Magnitude not reported
S1046a,S1046a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-05 00:02:23.3301 UTC,1.7,MW 1.7
S1045d,S1045d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-04 20:13:16.753503 UTC,,Magnitude not reported
T1045a,T1045a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-04 18:00:59.548 UTC,,Magnitude not reported
S1045c,S1045c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-04 17:22:03.970474 UTC,,Magnitude not reported
S1045b,S1045b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-04 16:18:33.823927 UTC,,Magnitude not reported
S1045a,S1045a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-04 01:39:04.856419 UTC,2.4,MW 2.4
S1044d,S1044d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-03 20:12:47.570733 UTC,1.9,MW 1.9
S1044c,S1044c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-03 19:29:40.080417 UTC,1.7,MW 1.7
T1044d,T1044d,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-03 18:09:41.248 UTC,,Magnitude not reported
T1044c,T1044c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-03 17:46:19.448 UTC,,Magnitude not reported
S1044b,S1044b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-03 17:38:02.916703 UTC,1.9,MW 1.9
T1044b,T1044b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-03 16:43:55.748 UTC,,Magnitude not reported
S1044a,S1044a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-03 16:13:55.628165 UTC,,Magnitude not reported
T1044a,T1044a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-03 14:53:08.248 UTC,,Magnitude not reported
T1043c,T1043c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-02 17:28:49.848 UTC,,Magnitude not reported
T1043b,T1043b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-02 16:48:59.248 UTC,,Magnitude not reported
S1043b,S1043b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-02 16:45:30.896466 UTC,,Magnitude not reported
S1043a,S1043a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-02 15:01:34.389717 UTC,2.0,MW 2.0
T1043a,T1043a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-02 13:33:00.798 UTC,,Magnitude not reported
T1042c,T1042c,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-01 16:29:40.098 UTC,,Magnitude not reported
T1042b,T1042b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-01 15:24:07.348 UTC,,Magnitude not reported
S1042a,S1042a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-11-01 14:19:00.638933 UTC,2.0,MW 2.0
T1042a,T1042a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-11-01 13:44:29.398 UTC,,Magnitude not reported
S1041a,S1041a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-31 16:25:46.656009 UTC,,Magnitude not reported
T1041b,T1041b,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-10-31 15:32:13.098 UTC,,Magnitude not reported
T1041a,T1041a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-10-31 13:17:33.848 UTC,,Magnitude not reported
S1040d,S1040d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-30 17:27:18.756657 UTC,2.0,MW 2.0
S1040c,S1040c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-30 16:37:27.910783 UTC,,Magnitude not reported
T1040a,T1040a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-10-30 14:32:25.948 UTC,,Magnitude not reported
S1040b,S1040b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-30 13:56:44.537738 UTC,2.1,MW 2.1
S1040a,S1040a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-30 13:00:21.175877 UTC,1.9,MW 1.9
S1039b,S1039b,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-29 16:14:25.453174 UTC,3.1,MW 3.1
T1039a,T1039a,InSight-site catalog event,4.5024,135.6234,Unspecified,Preliminary,Automatic,2021-10-29 14:07:55.767 UTC,,Magnitude not reported
S1039a,S1039a,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-29 13:18:26.638272 UTC,,Magnitude not reported
S1038d,S1038d,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-28 16:16:06.803057 UTC,,Magnitude not reported
S1038c,S1038c,InSight-site catalog event,4.5024,135.6234,Elysium Southwest,Reviewed,Manual,2021-10-28 14:49:08.633482 UTC,,Magnitude not reported
