Time	# Active Stations	ECNE (red > 0.6)	ECPN (red > 0.6)	EMFO (red > 0.6)	EPDN (red > 0.6)	EPLC (red > 0.6)	ESLN (red > 0.6)	ESPC (red > 0.6)	ESVO (red > 0.6)	
20211030_09:25	6	0	0	0	0	0	0	0	0	
20211030_09:30	7	0	0	0	0	0	0	0	0	
20211030_09:35	7	0	0	0	0	0	0	0	0	
20211030_09:40	7	0	0	0	0	0	0	0	0	
20211030_09:45	7	0	0	0	0	0	0	0	0	
20211030_09:50	7	0	0	0	0	0	0	0	0	
20211030_09:55	7	0	0	0	0	0	0	0	0	
20211030_10:00	7	0	0	0	0	0	0	0	0	
20211030_10:05	7	0	0	0	0	0	0	0	0	
20211030_10:10	7	0	0	0	0	0	0	0	0	
20211030_10:15	7	0	0	0	0	0	0	0	0	
20211030_10:20	7	0	0	0	0	0	0	0	0	
20211030_10:25	7	0	0	0	0	0	0	0	0	
20211030_10:30	7	0	0	0	0	0	0	0	0	
20211030_10:35	7	0	0	0	0	0	0	0	0	
20211030_10:40	7	0	0	0	0	0	0	0	0	
20211030_10:45	7	0	0	0	0	0	0	0	0	
20211030_10:50	7	0	0	0	0	0	0	0	0	
20211030_10:55	7	0	0	0	0	0	0	0	0	
20211030_11:00	7	0	0	0	0	0	0	0	0	
20211030_11:05	7	0	0	0	0	0	0	0	0	
20211030_11:10	7	0	0	0	0	0	0	0	0	
20211030_11:15	7	0	0	0	0	0	0	0	0	
20211030_11:20	7	0	0	0	0	0	0	0	0	
20211030_11:25	7	0	0	0	0	0	0	0	0	
20211030_11:30	7	0	0	0	0	0	0	0	0	
20211030_11:35	7	0	0	0	0	0	0	0	0	
20211030_11:40	7	0	0	0	0	0	0	0	0	
20211030_11:45	7	0	0	0	0	0	0	0	0	
20211030_11:50	7	0	0	0	0	0	0	0	0	
20211030_11:55	7	0	0	0	0	0	0	0	0	
20211030_12:00	7	0	0	0	0	0	0	0	0	
20211030_12:05	7	0	0	0	0	0	0	0	0	
20211030_12:10	7	0	0	0	0	0	0	0	0	
20211030_12:15	7	0	0	0	0	0	0	0	0	
20211030_12:20	7	0	0	0	0	0	0	0	0	
20211030_12:25	7	0	0	0	0	0	0	0	0	
20211030_12:30	7	0	0	0	0	0	0	0	0	
20211030_12:35	7	0	0	0	0	0	0	0	0	
20211030_12:40	7	0	0	0	0	0	0	0	0	
20211030_12:45	7	0	0	0	0	0	0	0	0	
20211030_12:50	7	0	0	0	0	0	0	0	0	
20211030_12:55	7	0	0	0	0	0	0	0	0	
20211030_13:00	7	0	0	0	0	0	0	0	0	
20211030_13:05	7	0	0	0	0	0	0	0	0	
20211030_13:10	7	0	0	0	0	0	0	0	0	
20211030_13:15	7	0	0	0	0	0	0	0	0	
20211030_13:20	7	0	0	0	0	0	0	0	0	
20211030_13:25	7	0	0	0	0	0	0	0	0	
20211030_13:30	7	0	0	0	0	0	0	0	0	
20211030_13:35	7	0	0	0	0	0	0	0	0	
20211030_13:40	7	0	0	0	0	0	0	0	0	
20211030_13:45	7	0	0	0	0	0	0	0	0	
20211030_13:50	7	0	0	0	0	0	0	0	0	
20211030_13:55	7	0	0	0	0	0	0	0	0	
20211030_14:00	7	0	0	0	0	0	0	0	0	
20211030_14:05	7	0	0	0	0	0	0	0	0	
20211030_14:10	7	0	0	0	0	0	0	0	0	
20211030_14:15	7	0	0	0	0	0	0	0	0	
20211030_14:20	7	0	0	0	0	0	0	0	0	
20211030_14:25	7	0	0	0	0	0	0	0	0	
20211030_14:30	7	0	0	0	0	0	0	0	0	
20211030_14:35	7	0	0	0	0	0	0	0	0	
20211030_14:40	7	0	0	0	0	0	0	0	0	
20211030_14:45	7	0	0	0	0	0	0	0	0	
20211030_14:50	7	0	0	0	0	0	0	0	0	
20211030_14:55	6	0	0	0	0	0	0	0	0	
20211030_15:00	6	0	0	0	0	0	0	0	0	
20211030_15:05	6	0	0	0	0	0	0	0	0	
20211030_15:10	6	0	0	0	0	0	0	0	0	
20211030_15:15	6	0	0	0	0	0	0	0	0	
20211030_15:20	6	0	0	0	0	0	0	0	0	
20211030_15:25	6	0	0	0	0	0	0	0	0	
20211030_15:30	6	0	0	0	0	0	0	0	0	
20211030_15:35	6	0	0	0	0	0	0	0	0	
20211030_15:40	6	0	0	0	0	0	0	0	0	
20211030_15:45	6	0	0	0	0	0	0	0	0	
20211030_15:50	6	0	0	0	0	0	0	0	0	
20211030_15:55	6	0	0	0	0	0	0	0	0	
20211030_16:00	6	0	0	0	0	0	0	0	0	
20211030_16:05	6	0	0	0	0	0	0	0	0	
20211030_16:10	6	0	0	0	0	0	0	0	0	
20211030_16:15	6	0	0	0	0	0	0	0	0	
20211030_16:20	6	0	0	0	0	0	0	0	0	
20211030_16:25	6	0	0	0	0	0	0	0	0	
20211030_16:30	6	0	0	0	0	0	0	0	0	
20211030_16:35	6	0	0	0	0	0	0	0	0	
20211030_16:40	6	0	0	0	0	0	0	0	0	
20211030_16:45	6	0	0	0	0	0	0	0	0	
20211030_16:50	6	0	0	0	0	0	0	0	0	
20211030_16:55	6	0	0	0	0	0	0	0	0	
20211030_17:00	6	0	0	0	0	0	0	0	0	
20211030_17:05	6	0	0	0	0	0	0	0	0	
20211030_17:10	6	0	0	0	0	0	0	0	0	
20211030_17:15	6	0	0	0	0	0	0	0	0	
20211030_17:20	6	0	0	0	0	0	0	0	0	
20211030_17:25	6	0	0	0	0	0	0	0	0	
20211030_17:30	6	0	0	0	0	0	0	0	0	
20211030_17:35	6	0	0	0	0	0	0	0	0	
20211030_17:40	6	0	0	0	0	0	0	0	0	
20211030_17:45	6	0	0	0	0	0	0	0	0	
20211030_17:50	6	0	0	0	0	0	0	0	0	
20211030_17:55	6	0	0	0	0	0	0	0	0	
20211030_18:00	6	0	0	0	0	0	0	0	0	
20211030_18:05	6	0	0	0	0	0	0	0	0	
20211030_18:10	6	0	0	0	0	0	0	0	0	
20211030_18:15	6	0	0	0	0	0	0	0	0	
20211030_18:20	6	0	0	0	0	0	0	0	0	
20211030_18:25	6	0	0	0	0	0	0	0	0	
20211030_18:30	6	0	0	0	0	0	0	0	0	
20211030_18:35	6	0	0	0	0	0	0	0	0	
20211030_18:40	6	0	0	0	0	0	0	0	0	
20211030_18:45	6	0	0	0	0	0	0	0	0	
20211030_18:50	6	0	0	0	0	0	0	0	0	
20211030_18:55	6	0	0	0	0	0	0	0	0	
20211030_19:00	6	0	0	0	0	0	0	0	0	
20211030_19:05	6	0	0	0	0	0	0	0	0	
20211030_19:10	6	0	0	0	0	0	0	0	0	
20211030_19:15	6	0	0	0	0	0	0	0	0	
20211030_19:20	6	0	0	0	0	0	0	0	0	
20211030_19:25	6	0	0	0	0	0	0	0	0	
20211030_19:30	6	0	0	0	0	0	0	0	0	
20211030_19:35	6	0	0	0	0	0	0	0	0	
20211030_19:40	6	0	0	0	0	0	0	0	0	
20211030_19:45	6	0	0	0	0	0	0	0	0	
20211030_19:50	6	0	0	0	0	0	0	0	0	
20211030_19:55	6	0	0	0	0	0	0	0	0	
20211030_20:00	6	0	0	0	0	0	0	0	0	
20211030_20:05	6	0	0	0	0	0	0	0	0	
20211030_20:10	6	0	0	0	0	0	0	0	0	
20211030_20:15	6	0	0	0	0	0	0	0	0	
20211030_20:20	6	0	0	0	0	0	0	0	0	
20211030_20:25	6	0	0	0	0	0	0	0	0	
20211030_20:30	6	0	0	0	0	0	0	0	0	
20211030_20:35	6	0	0	0	0	0	0	0	0	
20211030_20:40	6	0	0	0	0	0	0	0	0	
20211030_20:45	6	0	0	0	0	0	0	0	0	
20211030_20:50	6	0	0	0	0	0	0	0	0	
20211030_20:55	6	0	0	0	0	0	0	0	0	
20211030_21:00	6	0	0	0	0	0	0	0	0	
20211030_21:05	6	0	0	0	0	0	0	0	0	
20211030_21:10	6	0	0	0	0	0	0	0	0	
20211030_21:15	6	0	0	0	0	0	0	0	0	
20211030_21:20	6	0	0	0	0	0	0	0	0	
20211030_21:25	6	0	0	0	0	0	0	0	0	
20211030_21:30	6	0	0	0	0	0	0	0	0	
20211030_21:35	6	0	0	0	0	0	0	0	0	
20211030_21:40	6	0	0	0	0	0	0	0	0	
20211030_21:45	6	0	0	0	0	0	0	0	0	
20211030_21:50	6	0	0	0	0	0	0	0	0	
20211030_21:55	6	0	0	0	0	0	0	0	0	
20211030_22:00	5	0	0	0	0	0	0	0	0	
20211030_22:05	5	0	0	0	0	0	0	0	0	
20211030_22:10	5	0	0	0	0	0	0	0	0	
20211030_22:15	5	0	0	0	0	0	0	0	0	
20211030_22:20	5	0	0	0	0	0	0	0	0	
20211030_22:25	5	0	0	0	0	0	0	0	0	
20211030_22:30	5	0	0	0	0	0	0	0	0	
20211030_22:35	5	0	0	0	0	0	0	0	0	
20211030_22:40	5	0	0	0	0	0	0	0	0	
20211030_22:45	5	0	0	0	0	0	0	0	0	
20211030_22:50	5	0	0	0	0	0	0	0	0	
20211030_22:55	5	0	0	0	0	0	0	0	0	
20211030_23:00	5	0	0	0	0	0	0	0	0	
20211030_23:05	5	0	0	0	0	0	0	0	0	
20211030_23:10	5	0	0	0	0	0	0	0	0	
20211030_23:15	5	0	0	0	0	0	0	0	0	
20211030_23:20	5	0	0	0	0	0	0	0	0	
20211030_23:25	5	0	0	0	0	0	0	0	0	
20211030_23:30	5	0	0	0	0	0	0	0	0	
20211030_23:35	5	0	0	0	0	0	0	0	0	
20211030_23:40	5	0	0	0	0	0	0	0	0	
20211030_23:45	5	0	0	0	0	0	0	0	0	
20211030_23:50	5	0	0	0	0	0	0	0	0	
20211030_23:55	5	0	0	0	0	0	0	0	0	
20211031_00:00	5	0	0	0	0	0	0	0	0	
20211031_00:05	5	0	0	0	0	0	0	0	0	
20211031_00:10	5	0	0	0	0	0	0	0	0	
20211031_00:15	5	0	0	0	0	0	0	0	0	
20211031_00:20	5	0	0	0	0	0	0	0	0	
20211031_00:25	5	0	0	0	0	0	0	0	0	
20211031_00:30	5	0	0	0	0	0	0	0	0	
20211031_00:35	5	0	0	0	0	0	0	0	0	
20211031_00:40	5	0	0	0	0	0	0	0	0	
20211031_00:45	5	0	0	0	0	0	0	0	0	
20211031_00:50	5	0	0	0	0	0	0	0	0	
20211031_00:55	5	0	0	0	0	0	0	0	0	
20211031_01:00	5	0	0	0	0	0	0	0	0	
20211031_01:05	5	0	0	0	0	0	0	0	0	
20211031_01:10	5	0	0	0	0	0	0	0	0	
20211031_01:15	5	0	0	0	0	0	0	0	0	
20211031_01:20	5	0	0	0	0	0	0	0	0	
20211031_01:25	5	0	0	0	0	0	0	0	0	
20211031_01:30	5	0	0	0	0	0	0	0	0	
20211031_01:35	5	0	0	0	0	0	0	0	0	
20211031_01:40	5	0	0	0	0	0	0	0	0	
20211031_01:45	5	0	0	0	0	0	0	0	0	
20211031_01:50	5	0	0	0	0	0	0	0	0	
20211031_01:55	5	0	0	0	0	0	0	0	0	
20211031_02:00	5	0	0	0	0	0	0	0	0	
20211031_02:05	5	0	0	0	0	0	0	0	0	
20211031_02:10	5	0	0	0	0	0	0	0	0	
20211031_02:15	5	0	0	0	0	0	0	0	0	
20211031_02:20	5	0	0	0	0	0	0	0	0	
20211031_02:25	5	0	0	0	0	0	0	0	0	
20211031_02:30	5	0	0	0	0	0	0	0	0	
20211031_02:35	5	0	0	0	0	0	0	0	0	
20211031_02:40	5	0	0	0	0	0	0	0	0	
20211031_02:45	5	0	0	0	0	0	0	0	0	
20211031_02:50	5	0	0	0	0	0	0	0	0	
20211031_02:55	5	0	0	0	0	0	0	0	0	
20211031_03:00	5	0	0	0	0	0	0	0	0	
20211031_03:05	5	0	0	0	0	0	0	0	0	
20211031_03:10	5	0	0	0	0	0	0	0	0	
20211031_03:15	5	0	0	0	0	0	0	0	0	
20211031_03:20	5	0	0	0	0	0	0	0	0	
20211031_03:25	5	0	0	0	0	0	0	0	0	
20211031_03:30	5	0	0	0	0	0	0	0	0	
20211031_03:35	5	0	0	0	0	0	0	0	0	
20211031_03:40	5	0	0	0	0	0	0	0	0	
20211031_03:45	5	0	0	0	0	0	0	0	0	
20211031_03:50	5	0	0	0	0	0	0	0	0	
20211031_03:55	5	0	0	0	0	0	0	0	0	
20211031_04:00	5	0	0	0	0	0	0	0	0	
20211031_04:05	5	0	0	0	0	0	0	0	0	
20211031_04:10	5	0	0	0	0	0	0	0	0	
20211031_04:15	5	0	0	0	0	0	0	0	0	
20211031_04:20	5	0	0	0	0	0	0	0	0	
20211031_04:25	5	0	0	0	0	0	0	0	0	
20211031_04:30	5	0	0	0	0	0	0	0	0	
20211031_04:35	5	0	0	0	0	0	0	0	0	
20211031_04:40	5	0	0	0	0	0	0	0	0	
20211031_04:45	5	0	0	0	0	0	0	0	0	
20211031_04:50	5	0	0	0	0	0	0	0	0	
20211031_04:55	5	0	0	0	0	0	0	0	0	
20211031_05:00	5	0	0	0	0	0	0	0	0	
20211031_05:05	5	0	0	0	0	0	0	0	0	
20211031_05:10	5	0	0	0	0	0	0	0	0	
20211031_05:15	5	0	0	0	0	0	0	0	0	
20211031_05:20	5	0	0	0	0	0	0	0	0	
20211031_05:25	5	0	0	0	0	0	0	0	0	
20211031_05:30	5	0	0	0	0	0	0	0	0	
20211031_05:35	5	0	0	0	0	0	0	0	0	
20211031_05:40	5	0	0	0	0	0	0	0	0	
20211031_05:45	5	0	0	0	0	0	0	0	0	
20211031_05:50	5	0	0	0	0	0	0	0	0	
20211031_05:55	5	0	0	0	0	0	0	0	0	
20211031_06:00	5	0	0	0	0	0	0	0	0	
20211031_06:05	5	0	0	0	0	0	0	0	0	
20211031_06:10	5	0	0	0	0	0	0	0	0	
20211031_06:15	5	0	0	0	0	0	0	0	0	
20211031_06:20	5	0	0	0	0	0	0	0	0	
20211031_06:25	5	0	0	0	0	0	0	0	0	
20211031_06:30	5	0	0	0	0	0	0	0	0	
20211031_06:35	5	0	0	0	0	0	0	0	0	
20211031_06:40	5	0	0	0	0	0	0	0	0	
20211031_06:45	5	0	0	0	0	0	0	0	0	
20211031_06:50	5	0	0	0	0	0	0	0	0	
20211031_06:55	5	0	0	0	0	0	0	0	0	
20211031_07:00	5	0	0	0	0	0	0	0	0	
20211031_07:05	5	0	0	0	0	0	0	0	0	
20211031_07:10	5	0	0	0	0	0	0	0	0	
20211031_07:15	5	0	0	0	0	0	0	0	0	
20211031_07:20	5	0	0	0	0	0	0	0	0	
20211031_07:25	5	0	0	0	0	0	0	0	0	
20211031_07:30	5	0	0	0	0	0	0	0	0	
20211031_07:35	5	0	0	0	0	0	0	0	0	
20211031_07:40	6	0	0	0	0	0	0	0	0	
20211031_07:45	6	0	0	0	0	0	0	0	0	
20211031_07:50	6	0	0	0	0	0	0	0	0	
20211031_07:55	6	0	0	0	0	0	0	0	0	
20211031_08:00	6	0	0	0	0	0	0	0	0	
20211031_08:05	6	0	0	0	0	0	0	0	0	
20211031_08:10	6	0	0	0	0	0	0	0	0	
20211031_08:15	6	0	0	0	0	0	0	0	0	
20211031_08:20	6	0	0	0	0	0	0	0	0	
20211031_08:25	6	0	0	0	0	0	0	0	0	
20211031_08:30	6	0	0	0	0	0	0	0	0	
20211031_08:35	6	0	0	0	0	0	0	0	0	
20211031_08:40	6	0	0	0	0	0	0	0	0	
20211031_08:45	6	0	0	0	0	0	0	0	0	
20211031_08:50	6	0	0	0	0	0	0	0	0	
20211031_08:55	6	0	0	0	0	0	0	0	0	
20211031_09:00	6	0	0	0	0	0	0	0	0	
20211031_09:05	6	0	0	0	0	0	0	0	0	
20211031_09:10	6	0	0	0	0	0	0	0	0	
20211031_09:15	6	0	0	0	0	0	0	0	0	
20211031_09:20	6	0	0	0	0	0	0	0	0	
20211031_09:25	6	0	0	0	0	0	0	0	0	
20211031_09:30	6	0	0	0	0	0	0	0	0	
20211031_09:35	6	0	0	0	0	0	0	0	0	
20211031_09:40	6	0	0	0	0	0	0	0	0	
20211031_09:45	6	0	0	0	0	0	0	0	0	
20211031_09:50	6	0	0	0	0	0	0	0	0	
20211031_09:55	6	0	0	0	0	0	0	0	0	
20211031_10:00	6	0	0	0	0	0	0	0	0	
20211031_10:05	6	0	0	0	0	0	0	0	0	
20211031_10:10	6	0	0	0	0	0	0	0	0	
20211031_10:15	6	0	0	0	0	0	0	0	0	
20211031_10:20	6	0	0	0	0	0	0	0	0	
20211031_10:25	6	0	0	0	0	0	0	0	0	
20211031_10:30	6	0	0	0	0	0	0	0	0	
20211031_10:35	6	0	0	0	0	0	0	0	0	
20211031_10:40	6	0	0	0	0	0	0	0	0	
20211031_10:45	6	0	0	0	0	0	0	0	0	
20211031_10:50	6	0	0	0	0	0	0	0	0	
20211031_10:55	6	0	0	0	0	0	0	0	0	
20211031_11:00	6	0	0	0	0	0	0	0	0	
20211031_11:05	6	0	0	0	0	0	0	0	0	
20211031_11:10	6	0	0	0	0	0	0	0	0	
20211031_11:15	6	0	0	0	0	0	0	0	0	
20211031_11:20	6	0	0	0	0	0	0	0	0	
20211031_11:25	6	0	0	0	0	0	0	0	0	
20211031_11:30	6	0	0	0	0	0	0	0	0	
20211031_11:35	6	0	0	0	0	0	0	0	0	
20211031_11:40	6	0	0	0	0	0	0	0	0	
20211031_11:45	6	0	0	0	0	0	0	0	0	
20211031_11:50	6	0	0	0	0	0	0	0	0	
20211031_11:55	6	0	0	0	0	0	0	0	0	
20211031_12:00	6	0	0	0	0	0	0	0	0	
20211031_12:05	6	0	0	0	0	0	0	0	0	
20211031_12:10	6	0	0	0	0	0	0	0	0	
20211031_12:15	6	0	0	0	0	0	0	0	0	
20211031_12:20	6	0	0	0	0	0	0	0	0	
20211031_12:25	6	0	0	0	0	0	0	0	0	
20211031_12:30	6	0	0	0	0	0	0	0	0	
20211031_12:35	6	0	0	0	0	0	0	0	0	
20211031_12:40	6	0	0	0	0	0	0	0	0	
20211031_12:45	6	0	0	0	0	0	0	0	0	
20211031_12:50	6	0	0	0	0	0	0	0	0	
20211031_12:55	6	0	0	0	0	0	0	0	0	
20211031_13:00	6	0	0	0	0	0	0	0	0	
20211031_13:05	6	0	0	0	0	0	0	0	0	
20211031_13:10	6	0	0	0	0	0	0	0	0	
20211031_13:15	6	0	0	0	0	0	0	0	0	
20211031_13:20	6	0	0	0	0	0	0	0	0	
20211031_13:25	6	0	0	0	0	0	0	0	0	
20211031_13:30	6	0	0	0	0	0	0	0	0	
20211031_13:35	6	0	0	0	0	0	0	0	0	
20211031_13:40	6	0	0	0	0	0	0	0	0	
20211031_13:45	6	0	0	0	0	0	0	0	0	
20211031_13:50	6	0	0	0	0	0	0	0	0	
20211031_13:55	6	0	0	0	0	0	0	0	0	
20211031_14:00	6	0	0	0	0	0	0	0	0	
20211031_14:05	6	0	0	0	0	0	0	0	0	
20211031_14:10	6	0	0	0	0	0	0	0	0	
20211031_14:15	6	0	0	0	0	0	0	0	0	
20211031_14:20	6	0	0	0	0	0	0	0	0	
20211031_14:25	6	0	0	0	0	0	0	0	0	
20211031_14:30	6	0	0	0	0	0	0	0	0	
20211031_14:35	6	0	0	0	0	0	0	0	0	
20211031_14:40	6	0	0	0	0	0	0	0	0	
20211031_14:45	6	0	0	0	0	0	0	0	0	
20211031_14:50	6	0	0	0	0	0	0	0	0	
20211031_14:55	6	0	0	0	0	0	0	0	0	
20211031_15:00	6	0	0	0	0	0	0	0	0	
20211031_15:05	6	0	0	0	0	0	0	0	0	
20211031_15:10	6	0	0	0	0	0	0	0	0	
20211031_15:15	6	0	0	0	0	0	0	0	0	
20211031_15:20	6	0	0	0	0	0	0	0	0	
20211031_15:25	6	0	0	0	0	0	0	0	0	
20211031_15:30	6	0	0	0	0	0	0	0	0	
20211031_15:35	6	0	0	0	0	0	0	0	0	
20211031_15:40	6	0	0	0	0	0	0	0	0	
20211031_15:45	6	0	0	0	0	0	0	0	0	
20211031_15:50	6	0	0	0	0	0	0	0	0	
20211031_15:55	6	0	0	0	0	0	0	0	0	
20211031_16:00	6	0	0	0	0	0	0	0	0	
20211031_16:05	6	0	0	0	0	0	0	0	0	
20211031_16:10	6	0	0	0	0	0	0	0	0	
20211031_16:15	6	0	0	0	0	0	0	0	0	
20211031_16:20	6	0	0	0	0	0	0	0	0	
20211031_16:25	6	0	0	0	0	0	0	0	0	
20211031_16:30	6	0	0	0	0	0	0	0	0	
20211031_16:35	6	0	0	0	0	0	0	0	0	
20211031_16:40	6	0	0	0	0	0	0	0	0	
20211031_16:45	6	0	0	0	0	0	0	0	0	
20211031_16:50	6	0	0	0	0	0	0	0	0	
20211031_16:55	6	0	0	0	0	0	0	0	0	
20211031_17:00	6	0	0	0	0	0	0	0	0	
20211031_17:05	6	0	0	0	0	0	0	0	0	
20211031_17:10	6	0	0	0	0	0	0	0	0	
20211031_17:15	6	0	0	0	0	0	0	0	0	
20211031_17:20	6	0	0	0	0	0	0	0	0	
20211031_17:25	6	0	0	0	0	0	0	0	0	
20211031_17:30	6	0	0	0	0	0	0	0	0	
20211031_17:35	6	0	0	0	0	0	0	0	0	
20211031_17:40	6	0	0	0	0	0	0	0	0	
20211031_17:45	6	0	0	0	0	0	0	0	0	
20211031_17:50	6	0	0	0	0	0	0	0	0	
20211031_17:55	6	0	0	0	0	0	0	0	0	
20211031_18:00	6	0	0	0	0	0	0	0	0	
20211031_18:05	6	0	0	0	0	0	0	0	0	
20211031_18:10	6	0	0	0	0	0	0	0	0	
20211031_18:15	6	0	0	0	0	0	0	0	0	
20211031_18:20	6	0	0	0	0	0	0	0	0	
20211031_18:25	6	0	0	0	0	0	0	0	0	
20211031_18:30	6	0	0	0	0	0	0	0	0	
20211031_18:35	6	0	0	0	0	0	0	0	0	
20211031_18:40	6	0	0	0	0	0	0	0	0	
20211031_18:45	6	0	0	0	0	0	0	0	0	
20211031_18:50	6	0	0	0	0	0	0	0	0	
20211031_18:55	6	0	0	0	0	0	0	0	0	
20211031_19:00	6	0	0	0	0	0	0	0	0	
20211031_19:05	6	0	0	0	0	0	0	0	0	
20211031_19:10	6	0	0	0	0	0	0	0	0	
20211031_19:15	6	0	0	0	0	0	0	0	0	
20211031_19:20	6	0	0	0	0	0	0	0	0	
20211031_19:25	6	0	0	0	0	0	0	0	0	
20211031_19:30	6	0	0	0	0	0	0	0	0	
20211031_19:35	6	0	0	0	0	0	0	0	0	
20211031_19:40	6	0	0	0	0	0	0	0	0	
20211031_19:45	6	0	0	0	0	0	0	0	0	
20211031_19:50	6	0	0	0	0	0	0	0	0	
20211031_19:55	6	0	0	0	0	0	0	0	0	
20211031_20:00	6	0	0	0	0	0	0	0	0	
20211031_20:05	6	0	0	0	0	0	0	0	0	
20211031_20:10	6	0	0	0	0	0	0	0	0	
20211031_20:15	6	0	0	0	0	0	0	0	0	
20211031_20:20	6	0	0	0	0	0	0	0	0	
20211031_20:25	6	0	0	0	0	0	0	0	0	
20211031_20:30	6	0	0	0	0	0	0	0	0	
20211031_20:35	6	0	0	0	0	0	0	0	0	
20211031_20:40	6	0	0	0	0	0	0	0	0	
20211031_20:45	6	0	0	0	0	0	0	0	0	
20211031_20:50	6	0	0	0	0	0	0	0	0	
20211031_20:55	6	0	0	0	0	0	0	0	0	
20211031_21:00	6	0	0	0	0	0	0	0	0	
20211031_21:05	6	0	0	0	0	0	0	0	0	
20211031_21:10	6	0	0	0	0	0	0	0	0	
20211031_21:15	6	0	0	0	0	0	0	0	0	
20211031_21:20	6	0	0	0	0	0	0	0	0	
20211031_21:25	6	0	0	0	0	0	0	0	0	
20211031_21:30	6	0	0	0	0	0	0	0	0	
20211031_21:35	6	0	0	0	0	0	0	0	0	
20211031_21:40	6	0	0	0	0	0	0	0	0	
20211031_21:45	6	0	0	0	0	0	0	0	0	
20211031_21:50	6	0	0	0	0	0	0	0	0	
20211031_21:55	6	0	0	0	0	0	0	0	0	
20211031_22:00	6	0	0	0	0	0	0	0	0	
20211031_22:05	6	0	0	0	0	0	0	0	0	
20211031_22:10	5	0	0	0	0	0	0	0	0	
20211031_22:15	5	0	0	0	0	0	0	0	0	
20211031_22:20	5	0	0	0	0	0	0	0	0	
20211031_22:25	5	0	0	0	0	0	0	0	0	
20211031_22:30	5	0	0	0	0	0	0	0	0	
20211031_22:35	5	0	0	0	0	0	0	0	0	
20211031_22:40	5	0	0	0	0	0	0	0	0	
20211031_22:45	5	0	0	0	0	0	0	0	0	
20211031_22:50	5	0	0	0	0	0	0	0	0	
20211031_22:55	5	0	0	0	0	0	0	0	0	
20211031_23:00	5	0	0	0	0	0	0	0	0	
20211031_23:05	5	0	0	0	0	0	0	0	0	
20211031_23:10	5	0	0	0	0	0	0	0	0	
20211031_23:15	5	0	0	0	0	0	0	0	0	
20211031_23:20	5	0	0	0	0	0	0	0	0	
20211031_23:25	5	0	0	0	0	0	0	0	0	
20211031_23:30	5	0	0	0	0	0	0	0	0	
20211031_23:35	5	0	0	0	0	0	0	0	0	
20211031_23:40	5	0	0	0	0	0	0	0	0	
20211031_23:45	5	0	0	0	0	0	0	0	0	
20211031_23:50	5	0	0	0	0	0	0	0	0	
20211031_23:55	5	0	0	0	0	0	0	0	0	
20211101_00:00	5	0	0	0	0	0	0	0	0	
20211101_00:05	5	0	0	0	0	0	0	0	0	
20211101_00:10	5	0	0	0	0	0	0	0	0	
20211101_00:15	5	0	0	0	0	0	0	0	0	
20211101_00:20	5	0	0	0	0	0	0	0	0	
20211101_00:25	5	0	0	0	0	0	0	0	0	
20211101_00:30	5	0	0	0	0	0	0	0	0	
20211101_00:35	5	0	0	0	0	0	0	0	0	
20211101_00:40	5	0	0	0	0	0	0	0	0	
20211101_00:45	5	0	0	0	0	0	0	0	0	
20211101_00:50	5	0	0	0	0	0	0	0	0	
20211101_00:55	5	0	0	0	0	0	0	0	0	
20211101_01:00	5	0	0	0	0	0	0	0	0	
20211101_01:05	5	0	0	0	0	0	0	0	0	
20211101_01:10	5	0	0	0	0	0	0	0	0	
20211101_01:15	5	0	0	0	0	0	0	0	0	
20211101_01:20	5	0	0	0	0	0	0	0	0	
20211101_01:25	5	0	0	0	0	0	0	0	0	
20211101_01:30	5	0	0	0	0	0	0	0	0	
20211101_01:35	5	0	0	0	0	0	0	0	0	
20211101_01:40	5	0	0	0	0	0	0	0	0	
20211101_01:45	5	0	0	0	0	0	0	0	0	
20211101_01:50	5	0	0	0	0	0	0	0	0	
20211101_01:55	5	0	0	0	0	0	0	0	0	
20211101_02:00	5	0	0	0	0	0	0	0	0	
20211101_02:05	5	0	0	0	0	0	0	0	0	
20211101_02:10	5	0	0	0	0	0	0	0	0	
20211101_02:15	5	0	0	0	0	0	0	0	0	
20211101_02:20	5	0	0	0	0	0	0	0	0	
20211101_02:25	5	0	0	0	0	0	0	0	0	
20211101_02:30	5	0	0	0	0	0	0	0	0	
20211101_02:35	5	0	0	0	0	0	0	0	0	
20211101_02:40	5	0	0	0	0	0	0	0	0	
20211101_02:45	5	0	0	0	0	0	0	0	0	
20211101_02:50	5	0	0	0	0	0	0	0	0	
20211101_02:55	5	0	0	0	0	0	0	0	0	
20211101_03:00	5	0	0	0	0	0	0	0	0	
20211101_03:05	5	0	0	0	0	0	0	0	0	
20211101_03:10	5	0	0	0	0	0	0	0	0	
20211101_03:15	5	0	0	0	0	0	0	0	0	
20211101_03:20	4	0	0	0	0	0	0	0	0	
20211101_03:25	4	0	0	0	0	0	0	0	0	
20211101_03:30	4	0	0	0	0	0	0	0	0	
20211101_03:35	4	0	0	0	0	0	0	0	0	
20211101_03:40	4	0	0	0	0	0	0	0	0	
20211101_03:45	4	0	0	0	0	0	0	0	0	
20211101_03:50	4	0	0	0	0	0	0	0	0	
20211101_03:55	4	0	0	0	0	0	0	0	0	
20211101_04:00	4	0	0	0	0	0	0	0	0	
20211101_04:05	4	0	0	0	0	0	0	0	0	
20211101_04:10	4	0	0	0	0	0	0	0	0	
