Origin Time;Ml;Zone;Depth;Latitude;Longitude;FM;Discrepancies;Strike;Dip;Rake;P_Azm;P_PLNG;T_Azm;T_PLNG
2021/12/15 22:10:31;1.2;1.3 km SW from Zafferana Etnea (CT);3.51;37.6834;15.0942;14;;20;55;50;137;2;231;58
2021/12/15 22:10:31;1.2;1.3 km SW from Zafferana Etnea (CT);3.51;37.6834;15.0942;14;;115;75;-70;50;56;189;27
2021/12/15 22:10:31;1.2;1.3 km SW from Zafferana Etnea (CT);3.51;37.6834;15.0942;14;;195;35;140;70;19;191;57
2021/12/17 03:29:31;2.2;2.5 km NE from Nicolosi (CT);3.07;37.6339;15.0396;19;;105;40;90;15;5;195;85
2021/12/17 03:29:31;2.2;2.5 km NE from Nicolosi (CT);3.07;37.6339;15.0396;19;;45;40;90;315;5;135;85
2021/12/18 21:40:35;2.6;0.8 km NW from Ragalna (CT);2.47;37.6407;14.9388;12;;355;45;-150;197;49;304;14
2021/12/24 08:23:44;2.2;1.5 km N from Zafferana Etnea (CT);5.12;37.7053;15.1095;16;;240;85;-150;108;24;10;17
2021/12/24 09:19:53;3.6;1.7 km N from Zafferana Etnea (CT);3.81;37.7074;15.105;28;;145;70;20;97;1;6;28
2021/12/24 09:23:56;2.1;1.3 km NW from Zafferana Etnea (CT);4.69;37.7031;15.0998;23;;60;90;100;140;44;340;44
2021/12/28 02:51:41;1.6;1.4 km SW from Rifugio Citelli (CT);3.08;37.755;15.0526;10;;105;60;0;64;21;326;21
2021/12/28 02:51:41;1.6;1.4 km SW from Rifugio Citelli (CT);3.08;37.755;15.0526;10;;185;30;140;59;23;189;57
2021/12/28 19:34:25;1.3;1.5 km N from Milo (CT);6.97;37.7358;15.1171;9;;110;60;0;69;21;331;21
2021/12/29 08:22:31;1.6;1.9 km W from Sant'Alfio (CT);5.8;37.7391;15.1199;11;;0;80;150;51;13;314;28
2022/01/02 20:58:32;1.4;3.5 km SE from Randazzo (CT);25.99;37.8552;14.9771;11;;0;60;-20;324;34;228;8
2022/01/02 21:02:25;2.3;2.4 km E from Randazzo (CT);22.63;37.8681;14.9734;16;;100;70;-160;321;28;52;1
2022/01/02 22:59:01;1.6;2.5 km NE from Monte Spagnolo (CT);26.99;37.8423;14.9745;11;;0;90;-20;313;14;47;14
2022/01/02 23:21:25;1.9;3.0 km SE from Randazzo (CT);23.39;37.8574;14.9721;13;;0;85;-20;314;18;48;10
2022/01/03 03:57:15;1.8;3.2 km NE from Monte Spagnolo (CT);24.32;37.8513;14.9734;11;;0;90;0;315;0;45;0
2022/01/03 09:30:02;2.1;3.6 km NW from Monte Collabasso (CT);24.47;37.8537;14.9788;9;;95;65;-160;314;31;47;5
2022/01/03 16:14:12;2;3.4 km SE from Randazzo (CT);23.95;37.8583;14.9782;11;;90;70;-160;311;28;42;1
2022/01/03 19:42:21;1.9;3.5 km SE from Randazzo (CT);25.45;37.854;14.9761;11;;10;75;0;326;11;234;11
2022/01/04 03:54:45;1.8;2.8 km NE from Monte Spagnolo (CT);24.35;37.8472;14.9724;12;;100;65;-160;319;31;52;5
2022/01/04 04:07:53;1.2;3.0 km NW from Monte Collabasso (CT);26.43;37.8475;14.9816;7;;80;90;-160;307;14;213;14
2022/01/04 04:07:53;1.2;3.0 km NW from Monte Collabasso (CT);26.43;37.8475;14.9816;7;;155;75;-20;112;25;203;3
2022/01/04 05:06:03;1.5;3.2 km NW from Monte Collabasso (CT);26.16;37.8486;14.9799;9;;140;50;-30;113;46;11;11
2022/01/04 05:06:03;1.5;3.2 km NW from Monte Collabasso (CT);26.16;37.8486;14.9799;9;;105;60;-120;326;62;216;10
2022/01/04 05:31:41;2.1;3.3 km SE from Randazzo (CT);23.64;37.8613;14.9806;14;;5;70;-10;323;21;230;7
2022/01/04 06:43:00;2;2.9 km E from Randazzo (CT);22.65;37.8671;14.9789;14;;100;70;-160;321;28;52;1
2022/01/04 07:40:07;2.1;2.7 km E from Randazzo (CT);20.75;37.8698;14.9771;15;;5;75;-20;322;25;53;3
2022/01/04 09:17:56;2;3.3 km NE from Monte Spagnolo (CT);23.49;37.8504;14.9779;12;;340;85;20;112;10;206;18
2022/01/16 23:38:24;1.4;2.2 km W from Monte Maletto (CT);28.32;37.7965;14.9166;13;;340;5;-20;355;47;184;43
2022/01/16 23:38:24;1.4;2.2 km W from Monte Maletto (CT);28.32;37.7965;14.9166;13;;170;65;-180;32;17;128;17
2022/01/16 23:38:24;1.4;2.2 km W from Monte Maletto (CT);28.32;37.7965;14.9166;13;;245;85;140;299;23;194;31
2022/01/17 01:05:55;0.7;0.6 km NW from Monte Fontane (CT);2.58;37.7444;15.0819;8;;125;60;30;73;3;340;41
2022/01/17 01:05:55;0.7;0.6 km NW from Monte Fontane (CT);2.58;37.7444;15.0819;8;;55;15;-150;220;51;14;36
2022/01/17 01:05:55;0.7;0.6 km NW from Monte Fontane (CT);2.58;37.7444;15.0819;8;;195;50;140;72;6;170;53
2022/01/18 23:37:26;1.1;0.5 km SW from Crateri Centrali (CT);-0.18;37.7497;14.9917;13;;295;90;80;35;44;195;44
2022/01/21 12:14:15;1.4;1.7 km E from Sant'Alfio (CT);9.36;37.7389;15.1602;7;;280;90;20;53;14;147;14
2022/01/21 12:14:15;1.4;1.7 km E from Sant'Alfio (CT);9.36;37.7389;15.1602;7;;50;45;-100;234;83;327;0
2022/01/28 04:01:30;0.9;1.8 km E from Monte Zoccolaro (CT);3.9;37.7227;15.0763;10;;0;50;80;97;5;217;81
2022/01/31 12:30:48;2.4;1.5 km N from Monte Fontane (CT);5.25;37.753;15.0909;32;;105;70;-20;64;28;333;1
2022/01/31 12:40:29;1.2;1.2 km NE from Monte Fontane (CT);6.38;37.7473;15.0961;10;;100;70;-10;58;21;325;7
2022/01/31 12:40:29;1.2;1.2 km NE from Monte Fontane (CT);6.38;37.7473;15.0961;10;;150;35;90;60;10;240;80
2022/01/31 12:53:34;1.2;1.6 km E from Monte Fontane (CT);5.3;37.7456;15.1019;10;;295;85;10;69;3;160;11
2022/01/31 13:03:58;1.3;1.3 km NE from Monte Fontane (CT);5.18;37.7456;15.0986;11;;80;75;-30;36;32;132;9
2022/01/31 13:03:58;1.3;1.3 km NE from Monte Fontane (CT);5.18;37.7456;15.0986;11;;10;75;-140;236;38;134;15
2022/01/31 17:37:00;1;1.8 km NE from Monte Fontane (CT);5.91;37.7483;15.1028;7;;60;65;-160;279;31;12;5
2022/01/31 17:37:00;1;1.8 km NE from Monte Fontane (CT);5.91;37.7483;15.1028;7;;140;40;-80;173;82;43;5
2022/02/05 07:23:59;3.4;1.1 km E from Mangano (CT);9.68;37.6769;15.1847;15;;5;70;20;317;1;226;28
2022/03/04 19:59:05;1.9;5.1 km SW from Biancavilla (CT);2.38;37.6108;14.825;12;;140;50;60;251;1;343;67
2022/03/05 16:34:55;2.8;1.6 km W from Maletto (CT);22.23;37.8327;14.8493;28;;80;70;-120;312;55;192;19
2022/03/15 11:18:20;1.7;1.8 km NW from Fleri (CT);10.94;37.6668;15.0821;11;;35;85;70;143;37;284;46
2022/03/18 13:51:14;3.3;1.1 km S from M. Denza (CT);9.78;37.696;14.9659;28;;0;90;-150;229;21;131;21
2022/03/20 16:53:41;1.7;2.6 km NW from Pietrafucile (CT);12.53;37.7772;15.1058;9;;5;35;-170;209;41;329;31
2022/03/30 06:14:53;2.4;1.0 km SE from M. Intraleo (CT);3.2;37.7144;14.921;22;;205;60;120;274;10;164;62
2022/04/05 13:13:21;1;1.4 km S from M. Intraleo (CT);2.95;37.7105;14.9175;9;;25;90;-140;258;27;152;27
2022/04/17 00:17:00;1.1;1.2 km NE from Sant'Alfio (CT);5.44;37.7479;15.153;12;;5;55;140;242;2;335;51
2022/04/17 00:17:00;1.1;1.2 km NE from Sant'Alfio (CT);5.44;37.7479;15.153;12;;175;50;120;244;1;152;67
2022/04/17 00:18:09;1.7;1.4 km NE from Sant'Alfio (CT);5.46;37.7494;15.1539;25;;120;60;40;243;2;335;48
2022/04/27 15:04:09;2;1.3 km NE from Monte Centenari (CT);3.96;37.7414;15.0487;19;;300;75;50;59;20;170;45
2022/04/27 15:04:09;2;1.3 km NE from Monte Centenari (CT);3.96;37.7414;15.0487;19;;0;65;150;52;1;321;38
2022/04/28 15:04:45;1.7;1.6 km E from Monte Centenari (CT);5.66;37.735;15.0535;19;;125;45;10;85;24;336;36
2022/04/28 15:45:38;1.4;1.5 km NE from Monte Centenari (CT);5.76;37.7418;15.0505;15;;130;45;-30;108;49;1;14
2022/05/02 08:40:58;2.1;1.5 km E from Monte Centenari (CT);6.81;37.7339;15.0525;16;;120;50;-20;90;40;346;16
2022/05/07 09:06:31;2.3;2.6 km N from Vena (CT);-0.37;37.8146;15.1305;9;;5;75;10;319;4;228;18
2022/05/08 13:13:08;1.9;2.2 km E from Monte Zoccolaro (CT);3.64;37.7191;15.0835;19;;250;65;-170;110;24;205;11
2022/05/11 10:25:33;1.4;1.5 km NE from Monte Centenari (CT);3.51;37.7437;15.0495;9;;145;85;-40;94;31;199;23
2022/05/11 10:25:33;1.4;1.5 km NE from Monte Centenari (CT);3.51;37.7437;15.0495;9;;80;55;-130;291;58;197;2
2022/05/11 10:25:33;1.4;1.5 km NE from Monte Centenari (CT);3.51;37.7437;15.0495;9;;50;75;140;106;15;4;38
2022/05/12 08:18:18;1.8;2.6 km W from Mascali (CT);4;37.7646;15.1668;14;;90;55;-20;56;37;317;12
2022/05/19 23:26:39;2.3;0.2 km W from Monte Fontane (CT);4.78;37.7402;15.0828;17;;85;70;-40;42;42;142;11
2022/05/19 23:26:39;2.3;0.2 km W from Monte Fontane (CT);4.78;37.7402;15.0828;17;;200;85;170;246;3;155;11
2022/05/19 23:26:39;2.3;0.2 km W from Monte Fontane (CT);4.78;37.7402;15.0828;17;;130;45;30;79;14;332;49
2022/05/20 00:00:00;1.7;0.8 km NW from Monte Fontane (CT);5.44;37.7441;15.0786;14;;115;50;10;73;21;329;33
2022/05/20 00:00:04;2.3;0.6 km NE from Monte Scorsone (CT);4.92;37.753;15.0726;17;;140;55;-10;104;30;3;18
2022/05/20 00:00:04;2.3;0.6 km NE from Monte Scorsone (CT);4.92;37.753;15.0726;17;;65;45;-100;249;83;342;0
2022/05/20 00:00:04;2.3;0.6 km NE from Monte Scorsone (CT);4.92;37.753;15.0726;17;;345;90;-60;282;38;48;38
2022/05/20 00:00:04;2.3;0.6 km NE from Monte Scorsone (CT);4.92;37.753;15.0726;17;;345;60;20;297;8;201;34
2022/05/30 20:28:50;1.8;0.4 km N from Pedara (CT);10.29;37.6219;15.0611;9;;190;10;120;74;36;244;53
2022/05/30 20:28:50;1.8;0.4 km N from Pedara (CT);10.29;37.6219;15.0611;9;;335;85;60;90;33;216;42
2022/06/06 03:25:36;1.8;1.5 km W from Monte Scorsone (CT);4.55;37.7448;15.0526;15;;140;10;90;50;35;230;55
2022/06/06 03:25:36;1.8;1.5 km W from Monte Scorsone (CT);4.55;37.7448;15.0526;15;;205;75;150;257;9;161;32
2022/06/16 22:34:11;1.1;2.0 km SW from Rifugio Citelli (CT);3.86;37.7574;15.0396;8;;135;60;0;94;21;356;21
2022/06/16 22:34:11;1.1;2.0 km SW from Rifugio Citelli (CT);3.86;37.7574;15.0396;8;;65;60;-170;283;27;21;14
2022/06/21 14:40:06;1.4;0.2 km E from Monte Fontane (CT);6.1;37.74;15.0882;11;;100;30;-180;307;38;73;38
2022/06/21 17:46:37;1.5;2.0 km NW from Piano Pernicana (CT);11.62;37.8223;15.0602;11;;35;90;30;166;21;264;21
2022/06/21 17:46:37;1.5;2.0 km NW from Piano Pernicana (CT);11.62;37.8223;15.0602;11;;140;15;-70;202;59;34;31
2022/06/23 13:36:14;1.7;0.7 km S from Monte Arcimis (CT);9.5;37.6853;15.0634;8;;55;5;-30;80;47;269;42
2022/06/23 13:36:53;1.8;2.1 km W from Tarderia (CT);11.04;37.6528;15.0323;9;;115;40;-140;306;56;59;14
2022/07/15 15:33:10;1.7;0.3 km W from Pietrafucile (CT);5.73;37.7608;15.1256;12;;115;60;10;71;14;333;27
2022/07/15 21:10:44;1.5;0.5 km E from Pietrafucile (CT);5.81;37.7632;15.1347;10;;20;75;160;68;3;337;25
2022/07/17 20:53:41;1.8;0.6 km S from Monte Palestra (CT);6.88;37.7387;14.9552;16;;110;80;-130;343;41;230;24
2022/07/18 19:18:10;1.2;1.5 km W from Santa Venerina (CT);4.8;37.6892;15.1226;7;;165;50;-60;142;67;234;1
2022/07/18 19:18:10;1.2;1.5 km W from Santa Venerina (CT);4.8;37.6892;15.1226;7;;345;75;-50;295;45;46;20
2022/07/30 10:07:25;1.5;1.1 km SE from Zafferana Etnea (CT);5.33;37.683;15.1113;13;;50;75;140;106;15;4;38
2022/07/31 10:29:43;2.7;0.3 km N from Pietrafucile (CT);9.11;37.7644;15.1285;19;;115;80;0;70;7;340;7
2022/07/31 10:51:59;2;0.4 km NW from Pietrafucile (CT);7.99;37.7658;15.1274;14;;100;80;0;55;7;325;7
2022/07/31 11:09:32;1.7;0.1 km W from Pietrafucile (CT);5.1;37.7618;15.1284;13;;100;65;10;55;11;320;24
2022/07/31 14:25:35;1.4;1.5 km N from Pietrafucile (CT);4.22;37.7754;15.1318;12;;280;90;-10;235;7;325;7
2022/08/04 15:35:56;2;1.2 km S from Moio Alcantara (ME);19.17;37.8882;15.0497;7;;70;80;-60;11;47;136;29
2022/08/04 15:35:56;2;1.2 km S from Moio Alcantara (ME);19.17;37.8882;15.0497;7;;100;25;60;32;22;244;64
2022/08/04 18:10:01;1.6;2.3 km NW from Tarderia (CT);2.11;37.6749;15.0421;10;;50;35;160;272;26;33;46
2022/08/08 10:52:19;1.5;0.4 km E from Pietrafucile (CT);4.09;37.7628;15.1329;10;;345;45;-180;200;30;310;30
2022/08/08 10:52:19;1.5;0.4 km E from Pietrafucile (CT);4.09;37.7628;15.1329;10;;355;70;150;47;5;313;35
2022/08/28 22:49:59;2;3.0 km NW from M. Lepre (CT);21.56;37.7781;14.8979;25;;80;35;120;329;13;95;69
2022/08/28 22:49:59;2;3.0 km NW from M. Lepre (CT);21.56;37.7781;14.8979;25;;0;30;50;299;20;166;62
2022/08/28 22:57:57;1.2;3.1 km NW from M. Lepre (CT);19.13;37.7797;14.898;9;;65;90;-40;12;27;118;27
2022/08/28 22:57:57;1.2;3.1 km NW from M. Lepre (CT);19.13;37.7797;14.898;9;;325;25;20;287;33;152;48
2022/08/28 22:57:57;1.2;3.1 km NW from M. Lepre (CT);19.13;37.7797;14.898;9;;310;70;10;265;7;172;21
2022/08/28 22:58:42;1.4;3.5 km NW from M. Lepre (CT);21.08;37.7778;14.8895;9;;105;70;150;157;5;63;35
2022/08/28 22:58:42;1.4;3.5 km NW from M. Lepre (CT);21.08;37.7778;14.8895;9;;345;70;20;297;1;206;28
2022/08/28 22:58:42;1.4;3.5 km NW from M. Lepre (CT);21.08;37.7778;14.8895;9;;70;25;40;17;27;238;56
2022/08/28 22:58:42;1.4;3.5 km NW from M. Lepre (CT);21.08;37.7778;14.8895;9;;105;15;70;31;31;223;59
2022/08/28 22:58:42;1.4;3.5 km NW from M. Lepre (CT);21.08;37.7778;14.8895;9;;25;80;160;73;7;340;21
2022/08/28 23:00:27;1.8;2.5 km NW from M. Lepre (CT);23.34;37.7776;14.9058;7;;5;35;110;261;11;35;74
2022/08/28 23:05:06;1.3;3.1 km NW from M. Lepre (CT);18.64;37.7844;14.9077;8;;205;75;110;279;27;140;56
2022/08/28 23:05:06;1.3;3.1 km NW from M. Lepre (CT);18.64;37.7844;14.9077;8;;10;20;140;241;31;29;55
2022/08/28 23:31:55;1.9;2.7 km NW from M. Lepre (CT);22.85;37.7758;14.8991;23;;20;60;10;336;14;238;27
2022/08/29 16:22:51;2.4;3.1 km W from M. Lepre (CT);23.84;37.7628;14.885;13;;35;25;40;342;27;203;56
2022/08/29 16:22:51;2.4;3.1 km W from M. Lepre (CT);23.84;37.7628;14.885;13;;125;15;120;10;32;174;57
2022/08/29 16:35:42;1.6;8.7 km NE from Regalbuto (EN);12.93;37.7111;14.7043;10;;55;45;-160;261;42;10;19
2022/08/29 16:36:03;1.5;9.2 km NE from Regalbuto (EN);10.38;37.7099;14.7144;9;;5;60;-140;220;48;128;2
2022/08/29 16:36:03;1.5;9.2 km NE from Regalbuto (EN);10.38;37.7099;14.7144;9;;85;45;-70;78;76;341;2
2022/08/29 16:36:03;1.5;9.2 km NE from Regalbuto (EN);10.38;37.7099;14.7144;9;;150;70;140;207;11;107;42
2022/08/29 19:12:12;2.4;10.5 km SW from Bronte (CT);13.6;37.727;14.7403;27;;25;85;-130;260;37;146;29
2022/08/29 19:13:38;1.9;9.1 km NE from Regalbuto (EN);14.9;37.7122;14.7099;13;;5;75;-100;261;59;103;29
2022/08/29 19:14:39;1.9;9.4 km NE from Regalbuto (EN);17.45;37.7143;14.712;15;;195;85;120;260;33;134;42
2022/08/29 19:14:39;1.9;9.4 km NE from Regalbuto (EN);17.45;37.7143;14.712;15;;160;80;80;259;34;58;54
2022/08/29 19:15:22;3;9.7 km NE from Regalbuto (EN);16.55;37.7077;14.725;36;;40;45;-140;238;55;343;10
2022/08/29 19:15:22;3;9.7 km NE from Regalbuto (EN);16.55;37.7077;14.725;36;;290;90;0;245;0;335;0
2022/08/29 19:24:29;2.1;10.4 km NE from Regalbuto (EN);16.59;37.7247;14.7142;21;;70;45;-150;272;49;19;14
2022/08/29 19:39:28;2.5;10.0 km NE from Regalbuto (EN);15.09;37.7161;14.7199;14;;65;50;-140;270;53;8;6
2022/08/29 19:41:13;3.3;11.0 km NE from Regalbuto (EN);9.62;37.7311;14.7159;24;;320;85;-50;265;37;19;29
2022/08/29 19:43:08;2.7;11.4 km NE from Regalbuto (EN);10.42;37.7337;14.7182;10;;65;45;-90;231;90;335;0
2022/08/29 19:43:53;2;10.5 km NE from Regalbuto (EN);9.44;37.7237;14.7171;9;;150;45;-80;146;83;53;0
2022/08/29 19:43:53;2;10.5 km NE from Regalbuto (EN);9.44;37.7237;14.7171;9;;190;75;-30;146;32;242;9
2022/08/29 19:43:53;2;10.5 km NE from Regalbuto (EN);9.44;37.7237;14.7171;9;;0;75;70;106;27;245;56
2022/08/29 19:44:37;1.9;10.9 km NE from Regalbuto (EN);11.69;37.7274;14.7194;9;;175;40;160;39;23;153;44
2022/08/29 19:44:37;1.9;10.9 km NE from Regalbuto (EN);11.69;37.7274;14.7194;9;;350;30;-150;174;52;303;26
2022/08/29 19:44:37;1.9;10.9 km NE from Regalbuto (EN);11.69;37.7274;14.7194;9;;70;50;-10;36;33;292;21
2022/08/29 19:44:37;1.9;10.9 km NE from Regalbuto (EN);11.69;37.7274;14.7194;9;;130;30;0;103;38;337;38
2022/08/29 19:44:37;1.9;10.9 km NE from Regalbuto (EN);11.69;37.7274;14.7194;9;;110;55;40;53;2;320;51
2022/08/29 19:44:37;1.9;10.9 km NE from Regalbuto (EN);11.69;37.7274;14.7194;9;;325;60;-180;186;21;284;21
2022/08/29 19:47:44;2.1;9.0 km NE from Regalbuto (EN);10.89;37.7138;14.7062;14;;85;10;-150;245;49;47;39
2022/08/29 19:47:44;2.1;9.0 km NE from Regalbuto (EN);10.89;37.7138;14.7062;14;;320;60;-40;285;48;17;2
2022/08/29 19:57:25;1.9;11.0 km NE from Regalbuto (EN);12.46;37.7295;14.718;9;;185;75;110;259;27;120;56
2022/08/29 19:57:25;1.9;11.0 km NE from Regalbuto (EN);12.46;37.7295;14.718;9;;90;30;160;310;29;78;47
2022/08/29 20:03:15;2.1;8.9 km NE from Regalbuto (EN);10.3;37.7124;14.7065;13;;25;55;-140;235;51;328;2
2022/08/29 20:05:25;1.9;11.1 km NW from Adrano (CT);10.11;37.7253;14.7315;7;;340;45;30;289;14;182;49
2022/08/29 20:06:17;1.5;10.3 km NE from Regalbuto (EN);9.7;37.7194;14.7211;8;;95;45;-80;91;83;358;0
2022/08/29 20:06:17;1.5;10.3 km NE from Regalbuto (EN);9.7;37.7194;14.7211;8;;140;60;-30;105;41;12;3
2022/08/29 20:06:17;1.5;10.3 km NE from Regalbuto (EN);9.7;37.7194;14.7211;8;;340;90;10;115;7;205;7
2022/08/29 20:06:17;1.5;10.3 km NE from Regalbuto (EN);9.7;37.7194;14.7211;8;;345;65;0;303;17;207;17
2022/08/29 20:06:33;2;10.6 km SW from Bronte (CT);10.11;37.7304;14.7358;11;;210;70;130;272;15;163;49
2022/08/29 20:06:54;2.7;11.1 km NE from Regalbuto (EN);10.5;37.7239;14.7276;24;;215;65;140;272;6;175;45
2022/08/29 20:06:54;2.7;11.1 km NE from Regalbuto (EN);10.5;37.7239;14.7276;24;;145;65;40;268;6;5;45
2022/08/29 20:09:26;1.7;9.7 km NE from Regalbuto (EN);9.49;37.7118;14.7209;9;;300;80;160;348;7;255;21
2022/08/29 20:10:19;2.3;8.5 km SW from Bronte (CT);10.34;37.7322;14.7641;28;;140;65;10;95;11;0;24
2022/08/29 20:28:07;1.5;10.2 km NE from Regalbuto (EN);10.58;37.7231;14.7135;9;;295;70;0;252;14;158;14
2022/08/29 20:43:23;2.2;10.8 km NE from Regalbuto (EN);14.75;37.7315;14.7102;23;;65;55;-150;277;44;13;7
2022/08/29 21:50:24;3.1;10.4 km SE from Troina (EN);13.45;37.7392;14.7044;21;;30;80;-120;269;47;144;29
2022/08/29 21:53:28;2;9.6 km NW from Adrano (CT);9.53;37.7167;14.7437;9;;165;75;90;255;30;75;60
2022/08/30 06:00:34;2.7;11.2 km NE from Regalbuto (EN);10.22;37.7309;14.7187;17;;220;80;140;275;19;171;35
2022/08/30 06:00:34;2.7;11.2 km NE from Regalbuto (EN);10.22;37.7309;14.7187;17;;85;40;-160;287;44;41;23
2022/08/30 06:01:08;2.1;10.1 km SW from Bronte (CT);9.69;37.7396;14.7344;13;;30;70;100;112;24;316;64
2022/08/30 06:01:08;2.1;10.1 km SW from Bronte (CT);9.69;37.7396;14.7344;13;;315;40;-160;157;44;271;23
2022/08/30 06:01:08;2.1;10.1 km SW from Bronte (CT);9.69;37.7396;14.7344;13;;145;55;-50;114;58;208;2
2022/08/30 08:06:45;2.5;9.2 km W from Bronte (CT);15.63;37.7596;14.7343;25;;55;60;-160;271;34;7;8
2022/08/30 17:26:37;1.8;9.2 km NE from Regalbuto (EN);11.58;37.7167;14.7051;10;;305;80;-10;261;14;171;0
2022/08/30 17:30:45;2;10.6 km NE from Regalbuto (EN);11.36;37.7212;14.7224;15;;60;60;-180;281;21;19;21
2022/08/30 20:05:40;2;10.9 km NW from Adrano (CT);10.41;37.7261;14.7352;23;;30;50;140;267;6;5;53
2022/08/30 20:05:40;2;10.9 km NW from Adrano (CT);10.41;37.7261;14.7352;23;;325;50;40;268;6;170;53
2022/08/30 20:06:47;1.5;9.8 km NE from Regalbuto (EN);10.28;37.7209;14.7088;10;;90;50;-100;307;81;187;5
2022/08/30 20:06:47;1.5;9.8 km NE from Regalbuto (EN);10.28;37.7209;14.7088;10;;140;85;20;272;10;6;18
2022/08/31 10:39:47;1.7;0.4 km E from Monte Palestra (CT);5.79;37.7443;14.9601;12;;60;40;-180;273;33;27;33
2022/08/31 10:39:47;1.7;0.4 km E from Monte Palestra (CT);5.79;37.7443;14.9601;12;;100;35;-120;265;69;31;13
2022/08/31 13:40:16;2.2;10.0 km NE from Regalbuto (EN);10.92;37.7253;14.7064;20;;310;90;-10;265;7;355;7
2022/08/31 20:46:41;2.2;10.6 km NE from Regalbuto (EN);12.44;37.7221;14.7225;18;;40;75;-160;263;25;172;3
2022/08/31 20:46:41;2.2;10.6 km NE from Regalbuto (EN);12.44;37.7221;14.7225;18;;320;30;50;259;20;126;62
2022/09/02 14:09:56;1.5;0.4 km E from Monte Palestra (CT);6.16;37.7428;14.9598;10;;45;25;20;7;33;232;48
2022/09/04 06:37:16;1.8;9.5 km NE from Regalbuto (EN);11.16;37.7168;14.7113;8;;110;40;-120;288;69;41;9
2022/09/04 06:37:16;1.8;9.5 km NE from Regalbuto (EN);11.16;37.7168;14.7113;8;;280;60;-100;165;73;17;14
2022/09/08 18:23:48;1.6;0.6 km S from Monte Palestra (CT);5.77;37.7386;14.9565;18;;115;80;-120;354;47;229;29
2022/09/08 18:42:34;1.6;1.8 km NE from Linguaglossa (CT);14.65;37.8546;15.1517;13;;40;25;60;332;22;184;64
2022/09/11 06:31:11;1.9;1.3 km NE from Monte Centenari (CT);13.25;37.7447;15.0444;8;;140;30;-30;136;52;7;26
2022/09/11 06:31:11;1.9;1.3 km NE from Monte Centenari (CT);13.25;37.7447;15.0444;8;;50;80;150;101;13;4;28
2022/09/11 07:07:46;1.6;1.1 km W from Monte Scorsone (CT);16.52;37.7477;15.0562;10;;10;65;90;100;20;280;70
2022/09/12 04:14:40;1.9;1.0 km S from Monte Spagnolo (CT);22.41;37.8184;14.9501;9;;160;70;-180;23;14;117;14
2022/09/12 04:14:40;1.9;1.0 km S from Monte Spagnolo (CT);22.41;37.8184;14.9501;9;;80;25;60;12;22;224;64
2022/09/12 04:43:07;2.1;1.8 km W from Grotta del Gelo (CT);17.7;37.8113;14.9647;15;;110;25;160;328;33;103;48
2022/09/12 23:44:10;1.8;9.1 km SW from Bronte (CT);9.17;37.7361;14.7512;10;;70;40;-170;277;38;32;28
2022/09/12 23:44:10;1.8;9.1 km SW from Bronte (CT);9.17;37.7361;14.7512;10;;5;90;-100;265;44;105;44
2022/09/12 23:45:12;2.1;8.6 km SW from Bronte (CT);9.82;37.7468;14.7495;8;;115;30;-110;252;71;40;16
2022/09/12 23:45:12;2.1;8.6 km SW from Bronte (CT);9.82;37.7468;14.7495;8;;200;40;40;144;14;31;56
2022/09/18 03:13:25;2.8;8.6 km SW from Bronte (CT);9.54;37.748;14.7485;23;;215;80;150;266;13;169;28
2022/09/20 17:41:48;1.7;1.8 km NE from Linguaglossa (CT);5.25;37.8509;15.1568;8;;20;10;-70;86;54;273;36
2022/09/21 21:51:03;2.3;2.9 km N from Ragalna (CT);2.63;37.66;14.9423;24;;15;65;-160;234;31;327;5
2022/09/22 02:21:28;3.6;3.5 km W from Paternò (CT);2.33;37.5683;14.8621;20;;105;70;60;217;19;337;55
2022/09/23 00:19:06;1.4;1.2 km S from Monte Palestra (CT);6.45;37.7334;14.957;19;;310;90;20;83;14;177;14
2022/09/26 14:07:55;1.5;1.0 km NE from M. Intraleo (CT);8.2;37.7304;14.9231;8;;250;80;130;310;24;197;41
2022/10/02 15:17:05;1.8;2.0 km NE from Maletto (CT);25.75;37.8397;14.8837;11;;90;60;40;213;2;305;48
2022/10/02 15:17:05;1.8;2.0 km NE from Maletto (CT);25.75;37.8397;14.8837;11;;325;80;150;16;13;279;28
2022/10/02 15:17:05;1.8;2.0 km NE from Maletto (CT);25.75;37.8397;14.8837;11;;125;80;140;180;19;76;35
2022/10/07 08:52:32;3;1.6 km SE from P.zi Deneri (CT);3.93;37.7532;15.027;40;;110;75;0;66;11;334;11
2022/10/08 00:32:20;1.1;1.3 km E from Monte Fontane (CT);6.22;37.742;15.1;10;;5;30;-150;189;52;318;26
2022/10/08 12:31:08;1.8;5.1 km N from Maletto (CT);27;37.8728;14.8541;12;;55;15;40;6;34;210;53
2022/10/08 12:31:08;1.8;5.1 km N from Maletto (CT);27;37.8728;14.8541;12;;150;10;130;25;37;192;52
2022/10/14 13:38:30;1.9;1.2 km SE from Monte Centenari (CT);8.42;37.7284;15.0464;12;;55;45;140;292;10;37;55
2022/10/23 15:30:17;2.3;0.5 km W from Fiumefreddo di Sicilia (CT);6.19;37.7908;15.1988;11;;110;80;-30;64;28;161;13
2022/11/15 02:47:50;1;1.4 km SE from Crateri Centrali (CT);1.86;37.7443;15.0062;11;;160;65;-40;120;45;217;6
